Solutions_model_2/btk_171_2_0.dat.sol:Bilan; btk_171_2_0.dat; 8.507; OptimizationStatus.OPTIMAL; 31202.138912000002
Solutions_model_2/btk_171_2_4.dat.sol:Bilan; btk_171_2_4.dat; 11.918; OptimizationStatus.OPTIMAL; 19246.791600000004
Solutions_model_2/btk_174_0_0.dat.sol:Bilan; btk_174_0_0.dat; 1.146; OptimizationStatus.OPTIMAL; 8446177.7
Solutions_model_2/btk_174_0_4.dat.sol:Bilan; btk_174_0_4.dat; 0.774; OptimizationStatus.OPTIMAL; 20328429.0
Solutions_model_2/btk_174_2_0.dat.sol:Bilan; btk_174_2_0.dat; 7.276; OptimizationStatus.OPTIMAL; 42957.683000000005
Solutions_model_2/btk_174_2_4.dat.sol:Bilan; btk_174_2_4.dat; 12.811; OptimizationStatus.OPTIMAL; 94706.94567999998
Solutions_model_2/btk_att48_1_1_0_0.dat.sol:Bilan; btk_att48_1_1_0_0.dat; 0.192; OptimizationStatus.OPTIMAL; 1958.8270000000011
Solutions_model_2/btk_att48_1_1_0_4.dat.sol:Bilan; btk_att48_1_1_0_4.dat; 0.082; OptimizationStatus.OPTIMAL; 16463.086000000003
Solutions_model_2/btk_att48_1_1_2_0.dat.sol:Bilan; btk_att48_1_1_2_0.dat; 0.578; OptimizationStatus.OPTIMAL; 276.82299999999987
Solutions_model_2/btk_att48_1_1_2_4.dat.sol:Bilan; btk_att48_1_1_2_4.dat; 2.286; OptimizationStatus.OPTIMAL; 464.6709173860004
Solutions_model_2/btk_att48_1_2_0_0.dat.sol:Bilan; btk_att48_1_2_0_0.dat; 0.454; OptimizationStatus.OPTIMAL; 150935.77
Solutions_model_2/btk_att48_1_2_0_4.dat.sol:Bilan; btk_att48_1_2_0_4.dat; 0.092; OptimizationStatus.OPTIMAL; 22236.270999999993
Solutions_model_2/btk_att48_1_2_2_0.dat.sol:Bilan; btk_att48_1_2_2_0.dat; 1.033; OptimizationStatus.OPTIMAL; 435.78999999999996
Solutions_model_2/btk_att48_1_2_2_4.dat.sol:Bilan; btk_att48_1_2_2_4.dat; 2.155; OptimizationStatus.OPTIMAL; 434.4267
Solutions_model_2/btk_att48_1_3_0_0.dat.sol:Bilan; btk_att48_1_3_0_0.dat; 0.149; OptimizationStatus.OPTIMAL; 142789.35
Solutions_model_2/btk_att48_1_3_0_4.dat.sol:Bilan; btk_att48_1_3_0_4.dat; 0.086; OptimizationStatus.OPTIMAL; 22836.77
Solutions_model_2/btk_att48_1_3_2_0.dat.sol:Bilan; btk_att48_1_3_2_0.dat; 2.64; OptimizationStatus.OPTIMAL; 1594.51
Solutions_model_2/btk_att48_1_3_2_4.dat.sol:Bilan; btk_att48_1_3_2_4.dat; 0.399; OptimizationStatus.OPTIMAL; 1050.9722000000002
Solutions_model_2/btk_att48_1_4_0_0.dat.sol:Bilan; btk_att48_1_4_0_0.dat; 0.094; OptimizationStatus.OPTIMAL; 415.6107999999999
Solutions_model_2/btk_att48_1_4_0_4.dat.sol:Bilan; btk_att48_1_4_0_4.dat; 0.118; OptimizationStatus.OPTIMAL; 15825.0
Solutions_model_2/btk_att48_1_4_2_0.dat.sol:Bilan; btk_att48_1_4_2_0.dat; 0.178; OptimizationStatus.OPTIMAL; 38.3367
Solutions_model_2/btk_att48_1_4_2_4.dat.sol:Bilan; btk_att48_1_4_2_4.dat; 0.138; OptimizationStatus.OPTIMAL; 1553.0140000000001
Solutions_model_2/btk_att48_1_5_0_0.dat.sol:Bilan; btk_att48_1_5_0_0.dat; 0.186; OptimizationStatus.OPTIMAL; 161550.90000000002
Solutions_model_2/btk_att48_1_5_0_4.dat.sol:Bilan; btk_att48_1_5_0_4.dat; 0.049; OptimizationStatus.OPTIMAL; 3766.2283000000007
Solutions_model_2/btk_att48_1_5_2_0.dat.sol:Bilan; btk_att48_1_5_2_0.dat; 0.189; OptimizationStatus.OPTIMAL; 1414.9849999999997
Solutions_model_2/btk_att48_1_5_2_4.dat.sol:Bilan; btk_att48_1_5_2_4.dat; 0.075; OptimizationStatus.OPTIMAL; 1164.5904
Solutions_model_2/btk_att48_2_1_0_0.dat.sol:Bilan; btk_att48_2_1_0_0.dat; 0.207; OptimizationStatus.OPTIMAL; 1389.1594999999998
Solutions_model_2/btk_att48_2_1_0_4.dat.sol:Bilan; btk_att48_2_1_0_4.dat; 0.135; OptimizationStatus.OPTIMAL; 13482.033
Solutions_model_2/btk_att48_2_1_2_0.dat.sol:Bilan; btk_att48_2_1_2_0.dat; 2.392; OptimizationStatus.OPTIMAL; 257.4168999999997
Solutions_model_2/btk_att48_2_1_2_4.dat.sol:Bilan; btk_att48_2_1_2_4.dat; 0.444; OptimizationStatus.OPTIMAL; 316.967
Solutions_model_2/btk_att48_2_2_0_0.dat.sol:Bilan; btk_att48_2_2_0_0.dat; 0.598; OptimizationStatus.OPTIMAL; 1470.6660000000002
Solutions_model_2/btk_att48_2_2_0_4.dat.sol:Bilan; btk_att48_2_2_0_4.dat; 0.097; OptimizationStatus.OPTIMAL; 33829.406
Solutions_model_2/btk_att48_2_2_2_0.dat.sol:Bilan; btk_att48_2_2_2_0.dat; 2.623; OptimizationStatus.OPTIMAL; 673.9982999999997
Solutions_model_2/btk_att48_2_2_2_4.dat.sol:Bilan; btk_att48_2_2_2_4.dat; 2.775; OptimizationStatus.OPTIMAL; 551.2919000000006
Solutions_model_2/btk_att48_2_3_0_0.dat.sol:Bilan; btk_att48_2_3_0_0.dat; 0.4; OptimizationStatus.OPTIMAL; 151686.58000000007
Solutions_model_2/btk_att48_2_3_0_4.dat.sol:Bilan; btk_att48_2_3_0_4.dat; 0.083; OptimizationStatus.OPTIMAL; 13396.862999999998
Solutions_model_2/btk_att48_2_3_2_0.dat.sol:Bilan; btk_att48_2_3_2_0.dat; 0.086; OptimizationStatus.OPTIMAL; 7426.722899999999
Solutions_model_2/btk_att48_2_3_2_4.dat.sol:Bilan; btk_att48_2_3_2_4.dat; 0.138; OptimizationStatus.OPTIMAL; 1226.7441000000003
Solutions_model_2/btk_att48_2_4_0_0.dat.sol:Bilan; btk_att48_2_4_0_0.dat; 1.873; OptimizationStatus.OPTIMAL; 714.0749999999998
Solutions_model_2/btk_att48_2_4_0_4.dat.sol:Bilan; btk_att48_2_4_0_4.dat; 0.067; OptimizationStatus.OPTIMAL; 22616.649000000005
Solutions_model_2/btk_att48_2_4_2_0.dat.sol:Bilan; btk_att48_2_4_2_0.dat; 2.242; OptimizationStatus.OPTIMAL; 752.3510000000001
Solutions_model_2/btk_att48_2_4_2_4.dat.sol:Bilan; btk_att48_2_4_2_4.dat; 2.787; OptimizationStatus.OPTIMAL; 708.4760999999999
Solutions_model_2/btk_att48_2_5_0_0.dat.sol:Bilan; btk_att48_2_5_0_0.dat; 0.147; OptimizationStatus.OPTIMAL; 158952.31000000006
Solutions_model_2/btk_att48_2_5_0_4.dat.sol:Bilan; btk_att48_2_5_0_4.dat; 0.09; OptimizationStatus.OPTIMAL; 12037.373999999998
Solutions_model_2/btk_att48_2_5_2_0.dat.sol:Bilan; btk_att48_2_5_2_0.dat; 0.221; OptimizationStatus.OPTIMAL; 2459.749999999999
Solutions_model_2/btk_att48_2_5_2_4.dat.sol:Bilan; btk_att48_2_5_2_4.dat; 0.236; OptimizationStatus.OPTIMAL; 2459.749999999999
Solutions_model_2/btk_att48_3_1_0_0.dat.sol:Bilan; btk_att48_3_1_0_0.dat; 0.226; OptimizationStatus.OPTIMAL; 173699.8
Solutions_model_2/btk_att48_3_1_0_4.dat.sol:Bilan; btk_att48_3_1_0_4.dat; 0.208; OptimizationStatus.OPTIMAL; 11133.487
Solutions_model_2/btk_att48_3_1_2_0.dat.sol:Bilan; btk_att48_3_1_2_0.dat; 0.355; OptimizationStatus.OPTIMAL; 2414.5046999999995
Solutions_model_2/btk_att48_3_1_2_4.dat.sol:Bilan; btk_att48_3_1_2_4.dat; 0.079; OptimizationStatus.OPTIMAL; 3054.0242000000007
Solutions_model_2/btk_att48_3_2_0_0.dat.sol:Bilan; btk_att48_3_2_0_0.dat; 0.099; OptimizationStatus.OPTIMAL; 395.456
Solutions_model_2/btk_att48_3_2_0_4.dat.sol:Bilan; btk_att48_3_2_0_4.dat; 0.134; OptimizationStatus.OPTIMAL; 12917.61
Solutions_model_2/btk_att48_3_2_2_0.dat.sol:Bilan; btk_att48_3_2_2_0.dat; 2.721; OptimizationStatus.OPTIMAL; 306.03480000000036
Solutions_model_2/btk_att48_3_2_2_4.dat.sol:Bilan; btk_att48_3_2_2_4.dat; 2.763; OptimizationStatus.OPTIMAL; 306.03480000000036
Solutions_model_2/btk_att48_3_3_0_0.dat.sol:Bilan; btk_att48_3_3_0_0.dat; 0.097; OptimizationStatus.OPTIMAL; 530.9957840000006
Solutions_model_2/btk_att48_3_3_0_4.dat.sol:Bilan; btk_att48_3_3_0_4.dat; 0.066; OptimizationStatus.OPTIMAL; 4637.0
Solutions_model_2/btk_att48_3_3_2_0.dat.sol:Bilan; btk_att48_3_3_2_0.dat; 0.185; OptimizationStatus.OPTIMAL; 368.8611000000001
Solutions_model_2/btk_att48_3_3_2_4.dat.sol:Bilan; btk_att48_3_3_2_4.dat; 2.391; OptimizationStatus.OPTIMAL; 351.8849
Solutions_model_2/btk_att48_3_4_0_0.dat.sol:Bilan; btk_att48_3_4_0_0.dat; 0.228; OptimizationStatus.OPTIMAL; 3119.1669999999995
Solutions_model_2/btk_att48_3_4_0_4.dat.sol:Bilan; btk_att48_3_4_0_4.dat; 0.103; OptimizationStatus.OPTIMAL; 39464.36
Solutions_model_2/btk_att48_3_4_2_0.dat.sol:Bilan; btk_att48_3_4_2_0.dat; 0.175; OptimizationStatus.OPTIMAL; 560.4290999999994
Solutions_model_2/btk_att48_3_4_2_4.dat.sol:Bilan; btk_att48_3_4_2_4.dat; 0.171; OptimizationStatus.OPTIMAL; 1402.4236600000013
Solutions_model_2/btk_att48_3_5_0_0.dat.sol:Bilan; btk_att48_3_5_0_0.dat; 0.126; OptimizationStatus.OPTIMAL; 163421.2
Solutions_model_2/btk_att48_3_5_0_4.dat.sol:Bilan; btk_att48_3_5_0_4.dat; 0.163; OptimizationStatus.OPTIMAL; 5449.636
Solutions_model_2/btk_att48_3_5_2_0.dat.sol:Bilan; btk_att48_3_5_2_0.dat; 0.088; OptimizationStatus.OPTIMAL; 2645.343
Solutions_model_2/btk_att48_3_5_2_4.dat.sol:Bilan; btk_att48_3_5_2_4.dat; 0.598; OptimizationStatus.OPTIMAL; 2105.277000000001
Solutions_model_2/btk_att48_4_1_0_0.dat.sol:Bilan; btk_att48_4_1_0_0.dat; 0.132; OptimizationStatus.OPTIMAL; 158523.6
Solutions_model_2/btk_att48_4_1_0_4.dat.sol:Bilan; btk_att48_4_1_0_4.dat; 0.105; OptimizationStatus.OPTIMAL; 14240.756999999998
Solutions_model_2/btk_att48_4_1_2_0.dat.sol:Bilan; btk_att48_4_1_2_0.dat; 0.238; OptimizationStatus.OPTIMAL; 846.2535000000003
Solutions_model_2/btk_att48_4_1_2_4.dat.sol:Bilan; btk_att48_4_1_2_4.dat; 0.114; OptimizationStatus.OPTIMAL; 1350.6663000000008
Solutions_model_2/btk_att48_4_2_0_0.dat.sol:Bilan; btk_att48_4_2_0_0.dat; 2.236; OptimizationStatus.OPTIMAL; 815.2253000000005
Solutions_model_2/btk_att48_4_2_0_4.dat.sol:Bilan; btk_att48_4_2_0_4.dat; 0.077; OptimizationStatus.OPTIMAL; 58947.409999999996
Solutions_model_2/btk_att48_4_2_2_0.dat.sol:Bilan; btk_att48_4_2_2_0.dat; 0.136; OptimizationStatus.OPTIMAL; 0.457143
Solutions_model_2/btk_att48_4_2_2_4.dat.sol:Bilan; btk_att48_4_2_2_4.dat; 0.444; OptimizationStatus.OPTIMAL; 165.63619999999992
Solutions_model_2/btk_att48_4_3_0_0.dat.sol:Bilan; btk_att48_4_3_0_0.dat; 0.577; OptimizationStatus.OPTIMAL; 1631.929
Solutions_model_2/btk_att48_4_3_0_4.dat.sol:Bilan; btk_att48_4_3_0_4.dat; 0.093; OptimizationStatus.OPTIMAL; 12547.890000000001
Solutions_model_2/btk_att48_4_3_2_0.dat.sol:Bilan; btk_att48_4_3_2_0.dat; 1.783; OptimizationStatus.OPTIMAL; 500.91470000000027
Solutions_model_2/btk_att48_4_3_2_4.dat.sol:Bilan; btk_att48_4_3_2_4.dat; 0.208; OptimizationStatus.OPTIMAL; 569.9333999999999
Solutions_model_2/btk_att48_4_4_0_0.dat.sol:Bilan; btk_att48_4_4_0_0.dat; 0.268; OptimizationStatus.OPTIMAL; 409.12770000000023
Solutions_model_2/btk_att48_4_4_0_4.dat.sol:Bilan; btk_att48_4_4_0_4.dat; 0.07; OptimizationStatus.OPTIMAL; 30451.79
Solutions_model_2/btk_att48_4_4_2_0.dat.sol:Bilan; btk_att48_4_4_2_0.dat; 0.324; OptimizationStatus.OPTIMAL; 203.20280000000002
Solutions_model_2/btk_att48_4_4_2_4.dat.sol:Bilan; btk_att48_4_4_2_4.dat; 0.325; OptimizationStatus.OPTIMAL; 203.20280000000002
Solutions_model_2/btk_att48_4_5_0_0.dat.sol:Bilan; btk_att48_4_5_0_0.dat; 1.662; OptimizationStatus.OPTIMAL; 383.5182
Solutions_model_2/btk_att48_4_5_0_4.dat.sol:Bilan; btk_att48_4_5_0_4.dat; 0.11; OptimizationStatus.OPTIMAL; 7064.372000000001
Solutions_model_2/btk_att48_4_5_2_0.dat.sol:Bilan; btk_att48_4_5_2_0.dat; 1.497; OptimizationStatus.OPTIMAL; 432.5450000000001
Solutions_model_2/btk_att48_4_5_2_4.dat.sol:Bilan; btk_att48_4_5_2_4.dat; 1.57; OptimizationStatus.OPTIMAL; 432.5450000000001
Solutions_model_2/btk_att48_5_1_0_0.dat.sol:Bilan; btk_att48_5_1_0_0.dat; 2.705; OptimizationStatus.OPTIMAL; 471.32699999999977
Solutions_model_2/btk_att48_5_1_0_4.dat.sol:Bilan; btk_att48_5_1_0_4.dat; 0.081; OptimizationStatus.OPTIMAL; 9175.379
Solutions_model_2/btk_att48_5_1_2_0.dat.sol:Bilan; btk_att48_5_1_2_0.dat; 0.197; OptimizationStatus.OPTIMAL; 435.04269999999997
Solutions_model_2/btk_att48_5_1_2_4.dat.sol:Bilan; btk_att48_5_1_2_4.dat; 2.75; OptimizationStatus.OPTIMAL; 118.52480000000014
Solutions_model_2/btk_att48_5_2_0_0.dat.sol:Bilan; btk_att48_5_2_0_0.dat; 0.157; OptimizationStatus.OPTIMAL; 1384.4509999999996
Solutions_model_2/btk_att48_5_2_0_4.dat.sol:Bilan; btk_att48_5_2_0_4.dat; 0.049; OptimizationStatus.OPTIMAL; 4808.8499999999985
Solutions_model_2/btk_att48_5_2_2_0.dat.sol:Bilan; btk_att48_5_2_2_0.dat; 0.4; OptimizationStatus.OPTIMAL; 755.3222000000001
Solutions_model_2/btk_att48_5_2_2_4.dat.sol:Bilan; btk_att48_5_2_2_4.dat; 2.21; OptimizationStatus.OPTIMAL; 562.1441999999997
Solutions_model_2/btk_att48_5_3_0_0.dat.sol:Bilan; btk_att48_5_3_0_0.dat; 2.644; OptimizationStatus.OPTIMAL; 620.70784
Solutions_model_2/btk_att48_5_3_0_4.dat.sol:Bilan; btk_att48_5_3_0_4.dat; 0.075; OptimizationStatus.OPTIMAL; 5391.173000000001
Solutions_model_2/btk_att48_5_3_2_0.dat.sol:Bilan; btk_att48_5_3_2_0.dat; 0.295; OptimizationStatus.OPTIMAL; 651.2304684999999
Solutions_model_2/btk_att48_5_3_2_4.dat.sol:Bilan; btk_att48_5_3_2_4.dat; 2.215; OptimizationStatus.OPTIMAL; 533.6235120000006
Solutions_model_2/btk_att48_5_4_0_0.dat.sol:Bilan; btk_att48_5_4_0_0.dat; 0.151; OptimizationStatus.OPTIMAL; 166233.69999999998
Solutions_model_2/btk_att48_5_4_0_4.dat.sol:Bilan; btk_att48_5_4_0_4.dat; 0.048; OptimizationStatus.OPTIMAL; 3029.1309999999994
Solutions_model_2/btk_att48_5_4_2_0.dat.sol:Bilan; btk_att48_5_4_2_0.dat; 0.51; OptimizationStatus.OPTIMAL; 620.5708999999783
Solutions_model_2/btk_att48_5_4_2_4.dat.sol:Bilan; btk_att48_5_4_2_4.dat; 0.177; OptimizationStatus.OPTIMAL; 391.34668999999985
Solutions_model_2/btk_att48_5_5_0_0.dat.sol:Bilan; btk_att48_5_5_0_0.dat; 0.197; OptimizationStatus.OPTIMAL; 171557.62410000002
Solutions_model_2/btk_att48_5_5_0_4.dat.sol:Bilan; btk_att48_5_5_0_4.dat; 0.089; OptimizationStatus.OPTIMAL; 2445.0
Solutions_model_2/btk_att48_5_5_2_0.dat.sol:Bilan; btk_att48_5_5_2_0.dat; 0.105; OptimizationStatus.OPTIMAL; 347.677
Solutions_model_2/btk_att48_5_5_2_4.dat.sol:Bilan; btk_att48_5_5_2_4.dat; 0.093; OptimizationStatus.OPTIMAL; 0.0
Solutions_model_2/btk_eil13_1_1_0_0.dat.sol:Bilan; btk_eil13_1_1_0_0.dat; 0.059; OptimizationStatus.OPTIMAL; 15.850270000000002
Solutions_model_2/btk_eil13_1_1_0_4.dat.sol:Bilan; btk_eil13_1_1_0_4.dat; 0.01; OptimizationStatus.OPTIMAL; 38.0
Solutions_model_2/btk_eil13_1_1_2_0.dat.sol:Bilan; btk_eil13_1_1_2_0.dat; 0.009; OptimizationStatus.OPTIMAL; 38.0
Solutions_model_2/btk_eil13_1_1_2_4.dat.sol:Bilan; btk_eil13_1_1_2_4.dat; 0.026; OptimizationStatus.OPTIMAL; 38.0
Solutions_model_2/btk_eil13_1_2_0_0.dat.sol:Bilan; btk_eil13_1_2_0_0.dat; 0.053; OptimizationStatus.OPTIMAL; 33.8
Solutions_model_2/btk_eil13_1_2_0_4.dat.sol:Bilan; btk_eil13_1_2_0_4.dat; 0.012; OptimizationStatus.OPTIMAL; 2.0
Solutions_model_2/btk_eil13_1_2_2_0.dat.sol:Bilan; btk_eil13_1_2_2_0.dat; 0.013; OptimizationStatus.OPTIMAL; 2.0
Solutions_model_2/btk_eil13_1_2_2_4.dat.sol:Bilan; btk_eil13_1_2_2_4.dat; 0.012; OptimizationStatus.OPTIMAL; 2.0
Solutions_model_2/btk_eil13_1_3_0_0.dat.sol:Bilan; btk_eil13_1_3_0_0.dat; 0.055; OptimizationStatus.OPTIMAL; 23.3853
Solutions_model_2/btk_eil13_1_3_0_4.dat.sol:Bilan; btk_eil13_1_3_0_4.dat; 0.011; OptimizationStatus.OPTIMAL; 9.5
Solutions_model_2/btk_eil13_1_3_2_0.dat.sol:Bilan; btk_eil13_1_3_2_0.dat; 0.012; OptimizationStatus.OPTIMAL; 9.5
Solutions_model_2/btk_eil13_1_3_2_4.dat.sol:Bilan; btk_eil13_1_3_2_4.dat; 0.011; OptimizationStatus.OPTIMAL; 9.5
Solutions_model_2/btk_eil13_1_4_0_0.dat.sol:Bilan; btk_eil13_1_4_0_0.dat; 0.056; OptimizationStatus.OPTIMAL; 559.5
Solutions_model_2/btk_eil13_1_4_0_4.dat.sol:Bilan; btk_eil13_1_4_0_4.dat; 0.006; OptimizationStatus.OPTIMAL; 59.0
Solutions_model_2/btk_eil13_1_4_2_0.dat.sol:Bilan; btk_eil13_1_4_2_0.dat; 0.016; OptimizationStatus.OPTIMAL; 530.5
Solutions_model_2/btk_eil13_1_4_2_4.dat.sol:Bilan; btk_eil13_1_4_2_4.dat; 0.006; OptimizationStatus.OPTIMAL; 59.0
Solutions_model_2/btk_eil13_1_5_0_0.dat.sol:Bilan; btk_eil13_1_5_0_0.dat; 0.038; OptimizationStatus.OPTIMAL; 18.15764
Solutions_model_2/btk_eil13_1_5_0_4.dat.sol:Bilan; btk_eil13_1_5_0_4.dat; 0.004; OptimizationStatus.OPTIMAL; 25.0
Solutions_model_2/btk_eil13_1_5_2_0.dat.sol:Bilan; btk_eil13_1_5_2_0.dat; 0.012; OptimizationStatus.OPTIMAL; 19.0
Solutions_model_2/btk_eil13_1_5_2_4.dat.sol:Bilan; btk_eil13_1_5_2_4.dat; 0.012; OptimizationStatus.OPTIMAL; 0.0
Solutions_model_2/btk_eil13_2_1_0_0.dat.sol:Bilan; btk_eil13_2_1_0_0.dat; 0.055; OptimizationStatus.OPTIMAL; 20.779
Solutions_model_2/btk_eil13_2_1_0_4.dat.sol:Bilan; btk_eil13_2_1_0_4.dat; 0.014; OptimizationStatus.OPTIMAL; 12.5
Solutions_model_2/btk_eil13_2_1_2_0.dat.sol:Bilan; btk_eil13_2_1_2_0.dat; 0.012; OptimizationStatus.OPTIMAL; 12.5
Solutions_model_2/btk_eil13_2_1_2_4.dat.sol:Bilan; btk_eil13_2_1_2_4.dat; 0.012; OptimizationStatus.OPTIMAL; 12.5
Solutions_model_2/btk_eil13_2_2_0_0.dat.sol:Bilan; btk_eil13_2_2_0_0.dat; 1.429; OptimizationStatus.OPTIMAL; 30.000100000000003
Solutions_model_2/btk_eil13_2_2_0_4.dat.sol:Bilan; btk_eil13_2_2_0_4.dat; 0.012; OptimizationStatus.OPTIMAL; 10.75
